hospitalId,hospital_name,resourceType,ts,used,on_hand,total_quantity,available,borrow_quantity,urgency_level,transfer_in_qty,transfer_out_qty,hospital_latitude,hospital_longitude,district,state
WB_CMCH,Calcutta Medical College,ventilator,20-05-2015,26,222,230,196,10,High,10,10,22.5726,88.3639,Kolkata,West Bengal
DL_AIIMS,AIIMS Delhi,bed,15-06-2016,386,586,244,200,74,Low,62,35,28.5672,77.21,New Delhi,Delhi
RJ_SMS,SMS Hospital Jaipur,ventilator,12-12-2022,52,279,255,227,26,High,16,12,26.9124,75.7873,Jaipur,Rajasthan
UK_Haldwani,GMCH Haldwani,oxygen,05-10-2019,199,910,882,711,28,High,13,11,29.2183,79.5126,Nainital,Uttarakhand
WB_CMCH,Calcutta Medical College,bed,26-07-2015,379,869,804,490,65,Low,23,45,22.5726,88.3639,Kolkata,West Bengal
MP_Hamidia,Hamidia Hospital Bhopal,oxygen,25-01-2020,165,465,450,300,15,Low,10,11,23.2599,77.4126,Bhopal,Madhya Pradesh
MH_KEM,KEM Hospital,oxygen,16-04-2021,200,441,360,241,81,High,40,43,18.9782,72.8168,Mumbai,Maharashtra
DL_AIIMS,AIIMS Delhi,ambulance,11-05-2020,26,100,102,74,15,Medium,15,10,28.5672,77.21,New Delhi,Delhi
KA_NIMHANS,NIMHANS Bengaluru,ambulance,19-08-2019,27,159,160,132,17,Medium,16,13,12.943,77.5966,Bangalore Urban,Karnataka
CH_GMCH,GMCH Chandigarh,ambulance,21-08-2019,21,156,181,135,13,Low,13,12,30.7333,76.7794,Chandigarh,Chandigarh
MH_KEM,KEM Hospital,ambulance,19-02-2024,28,71,75,43,19,Medium,15,11,18.9782,72.8168,Mumbai,Maharashtra
MH_KEM,KEM Hospital,ventilator,04-07-2023,71,337,313,266,24,High,17,14,18.9782,72.8168,Mumbai,Maharashtra
MH_KEM,KEM Hospital,ventilator,16-09-2024,68,225,198,157,27,Low,13,19,18.9782,72.8168,Mumbai,Maharashtra
HP_IGMC,IGMC Shimla,oxygen,16-09-2022,224,678,638,454,40,High,18,21,31.1048,77.1734,Shimla,Himachal Pradesh
UK_Haldwani,GMCH Haldwani,bed,18-12-2018,413,871,799,458,72,Low,23,68,29.2183,79.5126,Nainital,Uttarakhand
KL_MCH,Med Coll Thiruvananthapuram,ambulance,09-06-2024,20,61,78,41,15,Low,15,13,8.5241,76.9366,Thiruvananthapuram,Kerala
TS_Gandhi,Gandhi Hospital Hyderabad,bed,17-07-2024,419,641,616,222,25,Medium,19,17,17.385,78.4867,Hyderabad,Telangana
JH_RIMS,RIMS Ranchi,ventilator,23-04-2015,66,280,261,214,25,High,11,18,23.3441,85.3096,Ranchi,Jharkhand
KA_NIMHANS,NIMHANS Bengaluru,bed,12-12-2017,439,1087,1052,648,35,Low,35,18,12.943,77.5966,Bangalore Urban,Karnataka
WB_CMCH,Calcutta Medical College,bed,28-07-2018,389,953,881,564,72,High,56,22,22.5726,88.3639,Kolkata,West Bengal
JH_RIMS,RIMS Ranchi,ventilator,11-05-2024,67,214,198,147,16,Low,12,10,23.3441,85.3096,Ranchi,Jharkhand
KA_NIMHANS,NIMHANS Bengaluru,ambulance,25-06-2024,30,57,75,27,12,Low,12,10,12.943,77.5966,Bangalore Urban,Karnataka
WB_CMCH,Calcutta Medical College,oxygen,16-07-2024,200,347,325,147,22,Low,21,20,22.5726,88.3639,Kolkata,West Bengal
TN_CMC,Christian Medical College,ventilator,14-01-2023,41,233,218,192,15,High,11,12,12.926,79.1356,Vellore,Tamil Nadu
HP_IGMC,IGMC Shimla,ambulance,12-05-2015,30,104,104,74,14,Low,12,14,31.1048,77.1734,Shimla,Himachal Pradesh
BR_PMCH,PMCH Patna,bed,07-04-2022,453,1020,946,567,74,Medium,60,49,25.61,85.1415,Patna,Bihar
MP_Hamidia,Hamidia Hospital Bhopal,oxygen,13-08-2019,167,634,569,467,65,Low,63,30,23.2599,77.4126,Bhopal,Madhya Pradesh
HR_PGIMS,PGIMS Rohtak,ventilator,24-11-2022,51,355,348,304,19,High,19,15,28.8955,76.6066,Rohtak,Haryana
JH_RIMS,RIMS Ranchi,ambulance,24-09-2023,32,144,151,112,10,Low,10,10,23.3441,85.3096,Ranchi,Jharkhand
RJ_SMS,SMS Hospital Jaipur,ventilator,15-07-2017,46,197,201,151,20,High,19,20,26.9124,75.7873,Jaipur,Rajasthan
RJ_SMS,SMS Hospital Jaipur,oxygen,23-08-2017,220,652,631,432,21,Low,17,20,26.9124,75.7873,Jaipur,Rajasthan
UK_Haldwani,GMCH Haldwani,ambulance,09-05-2020,21,80,109,59,12,High,10,10,29.2183,79.5126,Nainital,Uttarakhand
PB_PGI,PGIMER Chandigarh,oxygen,02-04-2021,179,382,309,203,73,High,63,40,30.75,76.78,Chandigarh,Punjab
KL_MCH,Med Coll Thiruvananthapuram,ambulance,23-04-2023,22,152,166,130,17,Medium,17,14,8.5241,76.9366,Thiruvananthapuram,Kerala
DL_AIIMS,AIIMS Delhi,oxygen,01-08-2022,215,751,723,536,28,Low,15,27,28.5672,77.21,New Delhi,Delhi
WB_CMCH,Calcutta Medical College,ambulance,19-03-2017,32,120,133,88,18,Low,13,15,22.5726,88.3639,Kolkata,West Bengal
WB_CMCH,Calcutta Medical College,ventilator,20-05-2015,26,222,230,196,10,High,10,10,22.5726,88.3639,Kolkata,West Bengal
RJ_SMS,SMS Hospital Jaipur,ventilator,13-05-2021,42,136,130,94,25,Low,22,14,26.9124,75.7873,Jaipur,Rajasthan
KA_NIMHANS,NIMHANS Bengaluru,bed,15-11-2024,417,939,884,522,55,Low,35,33,12.943,77.5966,Bangalore Urban,Karnataka
TN_CMC,Christian Medical College,ventilator,14-01-2023,41,233,218,192,15,High,11,12,12.926,79.1356,Vellore,Tamil Nadu
HR_PGIMS,PGIMS Rohtak,bed,09-03-2017,371,752,718,381,34,Low,23,29,28.8955,76.6066,Rohtak,Haryana
KA_NIMHANS,NIMHANS Bengaluru,ambulance,14-09-2015,28,102,109,74,16,Medium,13,10,12.943,77.5966,Bangalore Urban,Karnataka
TS_Gandhi,Gandhi Hospital Hyderabad,ambulance,06-04-2017,31,141,134,110,17,Low,11,16,17.385,78.4867,Hyderabad,Telangana
UP_SGPGIMS,SGPGIMS Lucknow,ambulance,19-06-2023,20,164,178,145,17,Low,11,16,26.8467,80.9462,Lucknow,Uttar Pradesh
CH_GMCH,GMCH Chandigarh,bed,16-09-2022,436,1384,1353,948,31,Medium,23,28,30.7333,76.7794,Chandigarh,Chandigarh
UK_Haldwani,GMCH Haldwani,bed,02-03-2017,414,799,779,385,20,Medium,20,18,29.2183,79.5126,Nainital,Uttarakhand
OR_SCB,SCB Med Coll Cuttack,ventilator,07-02-2017,22,252,268,230,25,High,19,10,20.4625,85.8828,Cuttack,Odisha
HP_IGMC,IGMC Shimla,ambulance,05-04-2017,30,119,110,89,15,Low,12,10,31.1048,77.1734,Shimla,Himachal Pradesh
MP_Hamidia,Hamidia Hospital Bhopal,bed,26-07-2015,408,964,919,556,45,Low,34,13,23.2599,77.4126,Bhopal,Madhya Pradesh
OR_SCB,SCB Med Coll Cuttack,ventilator,08-10-2022,22,331,330,309,26,Medium,16,19,20.4625,85.8828,Cuttack,Odisha
KA_NIMHANS,NIMHANS Bengaluru,oxygen,23-09-2023,206,867,783,661,84,Low,33,69,12.943,77.5966,Bangalore Urban,Karnataka
AS_Gauhati,Gauhati Medical College,oxygen,19-02-2019,231,1016,981,785,35,Medium,12,30,26.1445,91.7362,Guwahati,Assam
TN_CMC,Christian Medical College,oxygen,06-10-2023,186,1018,970,832,48,High,48,32,12.926,79.1356,Vellore,Tamil Nadu
BR_PMCH,PMCH Patna,ventilator,21-05-2017,106,254,231,148,23,Low,13,16,25.61,85.1415,Patna,Bihar
KL_MCH,Med Coll Thiruvananthapuram,ambulance,15-06-2021,20,71,82,52,10,Medium,10,10,8.5241,76.9366,Thiruvananthapuram,Kerala
JH_RIMS,RIMS Ranchi,ventilator,26-01-2021,68,244,220,176,30,Low,12,26,23.3441,85.3096,Ranchi,Jharkhand
TS_Gandhi,Gandhi Hospital Hyderabad,ventilator,06-04-2024,48,182,183,134,17,Low,17,16,17.385,78.4867,Hyderabad,Telangana
HP_IGMC,IGMC Shimla,bed,14-01-2015,386,769,750,383,19,Low,19,11,31.1048,77.1734,Shimla,Himachal Pradesh
KA_NIMHANS,NIMHANS Bengaluru,bed,15-11-2024,417,939,884,522,55,Low,35,33,12.943,77.5966,Bangalore Urban,Karnataka
PB_PGI,PGIMER Chandigarh,ventilator,03-07-2024,75,137,118,62,19,Medium,17,13,30.75,76.78,Chandigarh,Punjab
TS_Gandhi,Gandhi Hospital Hyderabad,ambulance,06-04-2017,31,141,134,110,17,Low,11,16,17.385,78.4867,Hyderabad,Telangana
UK_Haldwani,GMCH Haldwani,ambulance,27-12-2015,21,100,123,79,20,Medium,18,11,29.2183,79.5126,Nainital,Uttarakhand
DL_AIIMS,AIIMS Delhi,bed,01-07-2023,384,946,876,562,70,High,19,37,28.5672,77.21,New Delhi,Delhi
TN_CMC,Christian Medical College,bed,24-02-2022,383,959,929,576,30,Low,16,17,12.926,79.1356,Vellore,Tamil Nadu
MH_KEM,KEM Hospital,bed,09-11-2023,428,874,849,446,25,Low,21,23,18.9782,72.8168,Mumbai,Maharashtra
PB_PGI,PGIMER Chandigarh,oxygen,07-09-2023,164,592,533,428,59,Low,14,50,30.75,76.78,Chandigarh,Punjab
PB_PGI,PGIMER Chandigarh,ventilator,15-05-2018,67,251,222,184,29,Medium,17,15,30.75,76.78,Chandigarh,Punjab
OR_SCB,SCB Med Coll Cuttack,oxygen,13-01-2018,198,587,567,389,20,High,15,15,20.4625,85.8828,Cuttack,Odisha
MP_Hamidia,Hamidia Hospital Bhopal,bed,25-03-2019,386,1108,1055,722,53,Low,34,47,23.2599,77.4126,Bhopal,Madhya Pradesh
WB_CMCH,Calcutta Medical College,bed,21-12-2019,380,1076,1013,696,63,Low,43,37,22.5726,88.3639,Kolkata,West Bengal
MH_KEM,KEM Hospital,ventilator,22-08-2017,76,297,285,221,12,Medium,10,11,18.9782,72.8168,Mumbai,Maharashtra
AS_Gauhati,Gauhati Medical College,bed,10-03-2018,394,1266,1203,872,63,Medium,52,43,26.1445,91.7362,Guwahati,Assam
TS_Gandhi,Gandhi Hospital Hyderabad,oxygen,04-09-2017,217,518,470,301,48,Medium,47,31,17.385,78.4867,Hyderabad,Telangana
AS_Gauhati,Gauhati Medical College,bed,04-01-2015,396,1177,1133,781,44,Low,19,16,26.1445,91.7362,Guwahati,Assam
HR_PGIMS,PGIMS Rohtak,ventilator,21-01-2024,49,206,196,157,10,Low,10,10,28.8955,76.6066,Rohtak,Haryana
RJ_SMS,SMS Hospital Jaipur,bed,01-07-2016,374,574,414,200,39,Low,22,19,26.9124,75.7873,Jaipur,Rajasthan
GJ_Civil,Civil Hospital Ahmedabad,ambulance,11-07-2015,22,119,146,97,11,Low,11,11,23.0225,72.5714,Ahmedabad,Gujarat
PB_PGI,PGIMER Chandigarh,ambulance,16-05-2017,25,118,123,93,13,High,12,10,30.75,76.78,Chandigarh,Punjab
PB_PGI,PGIMER Chandigarh,ambulance,05-01-2015,26,105,112,79,18,Low,11,17,30.75,76.78,Chandigarh,Punjab
UP_SGPGIMS,SGPGIMS Lucknow,bed,07-07-2023,444,1206,1163,762,43,Medium,39,10,26.8467,80.9462,Lucknow,Uttar Pradesh
GJ_Civil,Civil Hospital Ahmedabad,bed,20-12-2017,423,798,773,375,25,High,20,21,23.0225,72.5714,Ahmedabad,Gujarat
GJ_Civil,Civil Hospital Ahmedabad,bed,17-04-2016,412,612,496,200,18,Medium,14,16,23.0225,72.5714,Ahmedabad,Gujarat
UK_Haldwani,GMCH Haldwani,oxygen,05-10-2019,199,910,882,711,28,High,13,11,29.2183,79.5126,Nainital,Uttarakhand
GJ_Civil,Civil Hospital Ahmedabad,ventilator,20-10-2015,26,182,201,156,23,Low,14,18,23.0225,72.5714,Ahmedabad,Gujarat
UP_SGPGIMS,SGPGIMS Lucknow,ventilator,11-02-2021,46,191,195,145,19,Low,13,13,26.8467,80.9462,Lucknow,Uttar Pradesh
MH_KEM,KEM Hospital,oxygen,20-12-2017,210,636,582,426,54,High,39,20,18.9782,72.8168,Mumbai,Maharashtra
KA_NIMHANS,NIMHANS Bengaluru,ventilator,05-01-2024,51,191,176,140,15,Low,11,10,12.943,77.5966,Bangalore Urban,Karnataka
TS_Gandhi,Gandhi Hospital Hyderabad,bed,14-10-2015,412,741,722,329,19,High,14,14,17.385,78.4867,Hyderabad,Telangana
KA_NIMHANS,NIMHANS Bengaluru,ambulance,19-08-2019,27,159,160,132,17,Medium,16,13,12.943,77.5966,Bangalore Urban,Karnataka
KA_NIMHANS,NIMHANS Bengaluru,ambulance,27-12-2020,29,86,84,57,14,Low,13,10,12.943,77.5966,Bangalore Urban,Karnataka
UK_Haldwani,GMCH Haldwani,bed,24-04-2020,404,767,700,363,67,Low,35,29,29.2183,79.5126,Nainital,Uttarakhand
RJ_SMS,SMS Hospital Jaipur,ventilator,02-08-2018,48,212,201,164,15,Low,12,10,26.9124,75.7873,Jaipur,Rajasthan
CH_GMCH,GMCH Chandigarh,ambulance,14-06-2020,20,90,111,70,15,Low,13,11,30.7333,76.7794,Chandigarh,Chandigarh
OR_SCB,SCB Med Coll Cuttack,ambulance,06-10-2024,32,66,55,34,16,Low,12,14,20.4625,85.8828,Cuttack,Odisha
TN_CMC,Christian Medical College,ventilator,16-12-2020,41,171,159,130,12,Medium,11,12,12.926,79.1356,Vellore,Tamil Nadu
MH_KEM,KEM Hospital,bed,15-05-2016,414,614,379,200,35,Medium,35,21,18.9782,72.8168,Mumbai,Maharashtra
DL_AIIMS,AIIMS Delhi,bed,11-10-2019,376,1001,946,625,55,Medium,18,36,28.5672,77.21,New Delhi,Delhi
CH_GMCH,GMCH Chandigarh,bed,19-07-2015,434,1186,1127,752,59,Low,18,53,30.7333,76.7794,Chandigarh,Chandigarh
DL_AIIMS,AIIMS Delhi,oxygen,01-08-2022,215,751,723,536,28,Low,15,27,28.5672,77.21,New Delhi,Delhi
DL_AIIMS,AIIMS Delhi,oxygen,01-08-2022,215,751,723,536,28,Low,15,27,28.5672,77.21,New Delhi,Delhi
UP_SGPGIMS,SGPGIMS Lucknow,ventilator,12-12-2022,61,343,325,282,28,Medium,22,27,26.8467,80.9462,Lucknow,Uttar Pradesh
GJ_Civil,Civil Hospital Ahmedabad,ambulance,28-03-2021,21,98,110,77,17,Low,16,16,23.0225,72.5714,Ahmedabad,Gujarat
MH_KEM,KEM Hospital,ambulance,19-02-2024,28,71,75,43,19,Medium,15,11,18.9782,72.8168,Mumbai,Maharashtra
DL_AIIMS,AIIMS Delhi,bed,11-10-2019,376,1001,946,625,55,Medium,18,36,28.5672,77.21,New Delhi,Delhi
BR_PMCH,PMCH Patna,ambulance,01-06-2019,30,178,192,148,20,High,17,18,25.61,85.1415,Patna,Bihar
DL_AIIMS,AIIMS Delhi,bed,19-05-2015,389,764,717,375,47,Medium,11,18,28.5672,77.21,New Delhi,Delhi
PB_PGI,PGIMER Chandigarh,ambulance,05-01-2015,26,105,112,79,18,Low,11,17,30.75,76.78,Chandigarh,Punjab
MP_Hamidia,Hamidia Hospital Bhopal,ventilator,10-09-2016,62,122,106,60,28,Low,12,17,23.2599,77.4126,Bhopal,Madhya Pradesh
BR_PMCH,PMCH Patna,oxygen,02-06-2016,214,860,775,646,85,High,48,67,25.61,85.1415,Patna,Bihar
DL_AIIMS,AIIMS Delhi,oxygen,07-09-2018,206,635,597,429,38,High,36,36,28.5672,77.21,New Delhi,Delhi
HP_IGMC,IGMC Shimla,bed,14-01-2015,386,769,750,383,19,Low,19,11,31.1048,77.1734,Shimla,Himachal Pradesh
TS_Gandhi,Gandhi Hospital Hyderabad,bed,16-09-2020,410,722,664,312,58,High,34,42,17.385,78.4867,Hyderabad,Telangana
GJ_Civil,Civil Hospital Ahmedabad,ventilator,07-12-2020,24,159,176,135,22,Low,21,14,23.0225,72.5714,Ahmedabad,Gujarat
UK_Haldwani,GMCH Haldwani,ambulance,08-04-2022,20,183,196,163,14,High,14,13,29.2183,79.5126,Nainital,Uttarakhand
HR_PGIMS,PGIMS Rohtak,ventilator,26-11-2018,49,286,273,237,13,Low,12,13,28.8955,76.6066,Rohtak,Haryana
WB_CMCH,Calcutta Medical College,oxygen,16-04-2021,195,400,347,205,53,Medium,10,20,22.5726,88.3639,Kolkata,West Bengal
MH_KEM,KEM Hospital,bed,20-08-2019,436,910,874,474,36,Medium,28,10,18.9782,72.8168,Mumbai,Maharashtra
JH_RIMS,RIMS Ranchi,oxygen,23-07-2019,215,951,925,736,26,Medium,24,25,23.3441,85.3096,Ranchi,Jharkhand
MH_KEM,KEM Hospital,bed,22-03-2021,420,750,687,330,63,Low,11,59,18.9782,72.8168,Mumbai,Maharashtra
UK_Haldwani,GMCH Haldwani,ventilator,01-11-2022,60,340,316,280,24,Low,20,10,29.2183,79.5126,Nainital,Uttarakhand
RJ_SMS,SMS Hospital Jaipur,ambulance,04-12-2023,22,162,176,140,16,Low,10,13,26.9124,75.7873,Jaipur,Rajasthan
BR_PMCH,PMCH Patna,oxygen,25-03-2022,223,1368,1320,1145,48,Medium,21,41,25.61,85.1415,Patna,Bihar
KL_MCH,Med Coll Thiruvananthapuram,oxygen,23-01-2024,184,431,378,247,53,Low,16,15,8.5241,76.9366,Thiruvananthapuram,Kerala
DL_AIIMS,AIIMS Delhi,oxygen,24-02-2017,210,597,540,387,57,Low,24,43,28.5672,77.21,New Delhi,Delhi
UP_SGPGIMS,SGPGIMS Lucknow,bed,28-06-2018,437,1163,1104,726,59,Low,55,33,26.8467,80.9462,Lucknow,Uttar Pradesh
TN_CMC,Christian Medical College,bed,06-01-2021,384,669,641,285,28,High,25,26,12.926,79.1356,Vellore,Tamil Nadu
KL_MCH,Med Coll Thiruvananthapuram,ventilator,09-10-2019,49,322,323,273,27,Medium,20,25,8.5241,76.9366,Thiruvananthapuram,Kerala
BR_PMCH,PMCH Patna,oxygen,25-03-2022,223,1368,1320,1145,48,Medium,21,41,25.61,85.1415,Patna,Bihar
AS_Gauhati,Gauhati Medical College,ventilator,22-03-2022,59,312,292,253,20,Low,13,10,26.1445,91.7362,Guwahati,Assam
DL_AIIMS,AIIMS Delhi,bed,19-05-2015,389,764,717,375,47,Medium,11,18,28.5672,77.21,New Delhi,Delhi
DL_AIIMS,AIIMS Delhi,ambulance,19-06-2023,29,168,167,139,19,Medium,19,12,28.5672,77.21,New Delhi,Delhi
HR_PGIMS,PGIMS Rohtak,ambulance,17-05-2018,29,155,158,126,20,High,17,13,28.8955,76.6066,Rohtak,Haryana
KA_NIMHANS,NIMHANS Bengaluru,ventilator,07-10-2023,41,314,319,273,17,Low,17,17,12.943,77.5966,Bangalore Urban,Karnataka
CH_GMCH,GMCH Chandigarh,ambulance,14-06-2020,20,90,111,70,15,Low,13,11,30.7333,76.7794,Chandigarh,Chandigarh
UK_Haldwani,GMCH Haldwani,bed,10-02-2015,405,779,767,374,12,High,10,10,29.2183,79.5126,Nainital,Uttarakhand
TS_Gandhi,Gandhi Hospital Hyderabad,ventilator,07-09-2016,45,165,166,120,29,Medium,11,16,17.385,78.4867,Hyderabad,Telangana
KA_NIMHANS,NIMHANS Bengaluru,bed,12-12-2017,439,1087,1052,648,35,Low,35,18,12.943,77.5966,Bangalore Urban,Karnataka
UK_Haldwani,GMCH Haldwani,oxygen,28-10-2020,195,719,642,524,77,High,60,50,29.2183,79.5126,Nainital,Uttarakhand
GJ_Civil,Civil Hospital Ahmedabad,bed,08-11-2019,428,930,893,502,37,Low,27,36,23.0225,72.5714,Ahmedabad,Gujarat
DL_AIIMS,AIIMS Delhi,ventilator,20-04-2023,54,264,237,210,27,Low,14,23,28.5672,77.21,New Delhi,Delhi
GJ_Civil,Civil Hospital Ahmedabad,oxygen,06-01-2020,220,880,830,660,50,Medium,30,23,23.0225,72.5714,Ahmedabad,Gujarat
UK_Haldwani,GMCH Haldwani,ambulance,08-04-2022,20,183,196,163,14,High,14,13,29.2183,79.5126,Nainital,Uttarakhand
BR_PMCH,PMCH Patna,ventilator,22-07-2019,107,303,279,196,24,Low,17,20,25.61,85.1415,Patna,Bihar
BR_PMCH,PMCH Patna,ambulance,28-12-2023,31,158,160,127,20,High,14,19,25.61,85.1415,Patna,Bihar
MP_Hamidia,Hamidia Hospital Bhopal,ambulance,19-07-2017,21,111,120,90,11,Medium,11,11,23.2599,77.4126,Bhopal,Madhya Pradesh
PB_PGI,PGIMER Chandigarh,ambulance,09-01-2022,25,163,174,138,14,Low,12,13,30.75,76.78,Chandigarh,Punjab
TS_Gandhi,Gandhi Hospital Hyderabad,oxygen,18-02-2015,216,470,446,254,24,High,22,14,17.385,78.4867,Hyderabad,Telangana
KL_MCH,Med Coll Thiruvananthapuram,bed,02-09-2024,410,860,792,450,68,Medium,44,19,8.5241,76.9366,Thiruvananthapuram,Kerala
GJ_Civil,Civil Hospital Ahmedabad,ambulance,24-04-2023,21,174,202,153,20,Low,10,15,23.0225,72.5714,Ahmedabad,Gujarat
TN_CMC,Christian Medical College,ambulance,05-08-2015,20,106,121,86,14,High,13,13,12.926,79.1356,Vellore,Tamil Nadu
MP_Hamidia,Hamidia Hospital Bhopal,oxygen,17-10-2015,164,479,465,315,14,High,10,11,23.2599,77.4126,Bhopal,Madhya Pradesh
MH_KEM,KEM Hospital,oxygen,05-10-2015,209,582,501,373,81,Low,70,50,18.9782,72.8168,Mumbai,Maharashtra
KL_MCH,Med Coll Thiruvananthapuram,ventilator,02-05-2023,47,295,283,248,22,Low,22,17,8.5241,76.9366,Thiruvananthapuram,Kerala
KL_MCH,Med Coll Thiruvananthapuram,ambulance,09-10-2022,22,179,197,157,13,Low,13,10,8.5241,76.9366,Thiruvananthapuram,Kerala
TS_Gandhi,Gandhi Hospital Hyderabad,ambulance,08-02-2019,31,189,195,158,17,High,14,15,17.385,78.4867,Hyderabad,Telangana
KA_NIMHANS,NIMHANS Bengaluru,ventilator,18-11-2022,37,347,340,310,13,Medium,12,10,12.943,77.5966,Bangalore Urban,Karnataka
TS_Gandhi,Gandhi Hospital Hyderabad,bed,15-09-2022,401,936,888,535,48,High,20,19,17.385,78.4867,Hyderabad,Telangana
WB_CMCH,Calcutta Medical College,bed,26-07-2015,379,869,804,490,65,Low,23,45,22.5726,88.3639,Kolkata,West Bengal
UK_Haldwani,GMCH Haldwani,ventilator,21-07-2019,59,316,306,257,10,Medium,10,10,29.2183,79.5126,Nainital,Uttarakhand
DL_AIIMS,AIIMS Delhi,ambulance,17-12-2017,28,136,143,108,17,Low,11,16,28.5672,77.21,New Delhi,Delhi
TN_CMC,Christian Medical College,ventilator,07-12-2018,38,218,215,180,13,Medium,12,10,12.926,79.1356,Vellore,Tamil Nadu
HP_IGMC,IGMC Shimla,oxygen,28-04-2024,231,399,351,168,48,Low,41,11,31.1048,77.1734,Shimla,Himachal Pradesh
GJ_Civil,Civil Hospital Ahmedabad,bed,05-07-2022,435,982,930,547,52,High,22,34,23.0225,72.5714,Ahmedabad,Gujarat
HR_PGIMS,PGIMS Rohtak,oxygen,23-12-2018,226,867,844,641,23,Medium,19,22,28.8955,76.6066,Rohtak,Haryana
RJ_SMS,SMS Hospital Jaipur,ventilator,15-07-2017,46,197,201,151,20,High,19,20,26.9124,75.7873,Jaipur,Rajasthan
RJ_SMS,SMS Hospital Jaipur,oxygen,11-08-2021,216,539,465,323,74,High,24,45,26.9124,75.7873,Jaipur,Rajasthan
UK_Haldwani,GMCH Haldwani,ventilator,01-11-2022,60,340,316,280,24,Low,20,10,29.2183,79.5126,Nainital,Uttarakhand
DL_AIIMS,AIIMS Delhi,ventilator,25-09-2018,55,237,218,182,28,Low,21,16,28.5672,77.21,New Delhi,Delhi
AS_Gauhati,Gauhati Medical College,oxygen,27-01-2021,227,800,787,573,13,Low,11,11,26.1445,91.7362,Guwahati,Assam
GJ_Civil,Civil Hospital Ahmedabad,bed,06-01-2018,428,839,798,411,41,Medium,30,29,23.0225,72.5714,Ahmedabad,Gujarat
AS_Gauhati,Gauhati Medical College,ventilator,05-04-2024,56,142,116,86,26,Medium,17,17,26.1445,91.7362,Guwahati,Assam
KA_NIMHANS,NIMHANS Bengaluru,ambulance,20-03-2016,30,45,65,20,11,High,10,10,12.943,77.5966,Bangalore Urban,Karnataka
CH_GMCH,GMCH Chandigarh,bed,17-02-2017,437,1202,1186,765,16,Low,16,11,30.7333,76.7794,Chandigarh,Chandigarh
MP_Hamidia,Hamidia Hospital Bhopal,bed,02-05-2016,406,820,777,414,43,Medium,37,37,23.2599,77.4126,Bhopal,Madhya Pradesh
KA_NIMHANS,NIMHANS Bengaluru,oxygen,08-06-2022,214,987,946,773,41,Low,25,30,12.943,77.5966,Bangalore Urban,Karnataka
MP_Hamidia,Hamidia Hospital Bhopal,bed,02-05-2016,406,820,777,414,43,Medium,37,37,23.2599,77.4126,Bhopal,Madhya Pradesh
UP_SGPGIMS,SGPGIMS Lucknow,ventilator,21-05-2019,58,315,298,257,17,Low,12,13,26.8467,80.9462,Lucknow,Uttar Pradesh
CH_GMCH,GMCH Chandigarh,bed,19-07-2015,434,1186,1127,752,59,Low,18,53,30.7333,76.7794,Chandigarh,Chandigarh
TS_Gandhi,Gandhi Hospital Hyderabad,ventilator,06-04-2024,48,182,183,134,17,Low,17,16,17.385,78.4867,Hyderabad,Telangana
BR_PMCH,PMCH Patna,bed,14-09-2016,431,631,386,200,41,Low,23,38,25.61,85.1415,Patna,Bihar
KL_MCH,Med Coll Thiruvananthapuram,bed,09-05-2022,389,1135,1121,746,14,Low,12,13,8.5241,76.9366,Thiruvananthapuram,Kerala
KA_NIMHANS,NIMHANS Bengaluru,ventilator,19-06-2016,53,176,151,123,28,Low,25,17,12.943,77.5966,Bangalore Urban,Karnataka
KA_NIMHANS,NIMHANS Bengaluru,bed,28-07-2018,433,1102,1087,669,15,Medium,13,15,12.943,77.5966,Bangalore Urban,Karnataka
PB_PGI,PGIMER Chandigarh,bed,18-02-2017,404,792,769,388,23,Low,12,14,30.75,76.78,Chandigarh,Punjab
RJ_SMS,SMS Hospital Jaipur,bed,09-03-2020,375,683,659,308,24,Low,15,19,26.9124,75.7873,Jaipur,Rajasthan
MP_Hamidia,Hamidia Hospital Bhopal,ambulance,12-04-2022,20,183,191,163,16,Low,16,13,23.2599,77.4126,Bhopal,Madhya Pradesh
CH_GMCH,GMCH Chandigarh,bed,17-02-2017,437,1202,1186,765,16,Low,16,11,30.7333,76.7794,Chandigarh,Chandigarh
HP_IGMC,IGMC Shimla,ambulance,05-04-2017,30,119,110,89,15,Low,12,10,31.1048,77.1734,Shimla,Himachal Pradesh
OR_SCB,SCB Med Coll Cuttack,ventilator,08-10-2022,22,331,330,309,26,Medium,16,19,20.4625,85.8828,Cuttack,Odisha
AS_Gauhati,Gauhati Medical College,ventilator,22-03-2022,59,312,292,253,20,Low,13,10,26.1445,91.7362,Guwahati,Assam
HP_IGMC,IGMC Shimla,ambulance,01-04-2020,31,90,107,59,12,Medium,10,11,31.1048,77.1734,Shimla,Himachal Pradesh
HR_PGIMS,PGIMS Rohtak,ventilator,25-05-2023,49,313,314,264,27,Medium,21,20,28.8955,76.6066,Rohtak,Haryana
GJ_Civil,Civil Hospital Ahmedabad,bed,23-08-2021,405,703,679,298,24,High,11,10,23.0225,72.5714,Ahmedabad,Gujarat
TS_Gandhi,Gandhi Hospital Hyderabad,oxygen,24-01-2019,217,592,551,375,41,Medium,10,36,17.385,78.4867,Hyderabad,Telangana
